complaint_id,customer_id,complaint_date,category,description,status,resolution,priority
CMP00202,CUS-04529,2025-05-19,packaging,"Saya tidak pernah melakukan order #170324, tapi ada transaksi di rekening saya!",resolved,Refund diproses,high
CMP00203,CUS-01424,2025-03-16,refund_delay,Kok bisa ada pesanan yang saya tidak buat? Curiga ada yang hack akun saya.,resolved,Refund diproses,high
CMP00204,CUS-03097,2025-01-02,account_security,"Saya tidak pernah melakukan order #15530, tapi ada transaksi di rekening saya!",closed,Menunggu respon seller,high
CMP00205,CUS-07444,2025-04-16,delivery_issue,Saya melihat ada promo FLASH50 yang dipakai berulang kali dari akun saya.,resolved,Sudah diganti,high
CMP00206,CUS-00586,2025-04-21,customer_service,"Transaksi aneh muncul di bulan Maret, saya tidak pernah order ini.",closed,Refund diproses,critical
CMP00207,CUS-02195,2025-03-17,wrong_item,"Ada order yang bukan dari saya di akun ini, tolong cek!",resolved,Menunggu respon seller,high
CMP00208,CUS-05087,2025-02-18,refund_delay,"Transaksi aneh muncul di bulan April, saya tidak pernah order ini.",resolved,,high
CMP00209,CUS-07770,2025-05-30,customer_service,"Saya tidak pernah melakukan order #68549, tapi ada transaksi di rekening saya!",in_progress,,critical
CMP00210,CUS-02421,2025-06-22,packaging,Ada review 5-star atas nama saya padahal saya tidak pernah review produk itu.,closed,Refund diproses,high
CMP00211,CUS-08678,2025-04-11,app_bug,"Ada order yang bukan dari saya di akun ini, tolong cek!",resolved,Escalated,high
CMP00212,CUS-06132,2025-03-09,wrong_item,Saya melihat ada promo FLASH50 yang dipakai berulang kali dari akun saya.,in_progress,,critical
CMP00213,CUS-03606,2025-05-15,wrong_item,Kok bisa ada pesanan yang saya tidak buat? Curiga ada yang hack akun saya.,closed,Menunggu respon seller,critical
CMP00214,CUS-01035,2025-04-29,app_bug,Kok bisa ada pesanan yang saya tidak buat? Curiga ada yang hack akun saya.,resolved,Refund diproses,high
CMP00215,CUS-00690,2025-06-21,promo_issue,Saya melihat ada promo FLASH50 yang dipakai berulang kali dari akun saya.,resolved,,critical
CMP00216,CUS-10046,2025-03-26,product_quality,Saya melihat ada promo FLASH50 yang dipakai berulang kali dari akun saya.,resolved,Escalated,high
CMP00217,CUS-09767,2025-01-29,customer_service,"Transaksi aneh muncul di bulan April, saya tidak pernah order ini.",resolved,,high
CMP00218,CUS-04326,2025-05-23,delivery_issue,Kok bisa ada pesanan yang saya tidak buat? Curiga ada yang hack akun saya.,resolved,,high
CMP00219,CUS-09749,2025-05-28,refund_delay,"Transaksi aneh muncul di bulan Februari, saya tidak pernah order ini.",closed,Menunggu respon seller,high
CMP00220,CUS-09159,2025-05-07,account_security,Ada review 5-star atas nama saya padahal saya tidak pernah review produk itu.,resolved,Sudah diganti,high
CMP00221,CUS-04212,2025-01-07,billing_error,Ada review 5-star atas nama saya padahal saya tidak pernah review produk itu.,closed,Menunggu respon seller,high
CMP00222,CUS-06164,2025-04-26,billing_error,Ada review 5-star atas nama saya padahal saya tidak pernah review produk itu.,closed,Refund diproses,critical
CMP00223,CUS-06898,2025-03-04,promo_issue,"Saya tidak pernah melakukan order #134308, tapi ada transaksi di rekening saya!",resolved,,critical
CMP00224,CUS-08980,2025-01-18,customer_service,Saya melihat ada promo FLASH50 yang dipakai berulang kali dari akun saya.,open,,critical
CMP00225,CUS-11587,2025-02-14,refund_delay,Saya melihat ada promo FLASH50 yang dipakai berulang kali dari akun saya.,closed,Sudah diganti,critical
CMP00226,CUS-07746,2025-03-17,billing_error,"Ada order yang bukan dari saya di akun ini, tolong cek!",resolved,,critical
CMP00227,CUS-06869,2025-01-24,app_bug,"Saya tidak pernah melakukan order #37302, tapi ada transaksi di rekening saya!",resolved,,critical
CMP00228,CUS-00697,2025-06-20,delivery_issue,Kok bisa ada pesanan yang saya tidak buat? Curiga ada yang hack akun saya.,resolved,Menunggu respon seller,high
CMP00229,CUS-01181,2025-03-16,wrong_item,Saya melihat ada promo FLASH50 yang dipakai berulang kali dari akun saya.,closed,Sudah diganti,critical
CMP00230,CUS-05270,2025-02-23,packaging,Ada review 5-star atas nama saya padahal saya tidak pernah review produk itu.,in_progress,,critical
CMP00231,CUS-01195,2025-02-07,customer_service,Saya melihat ada promo FLASH50 yang dipakai berulang kali dari akun saya.,closed,Refund diproses,critical
CMP00232,CUS-09407,2025-04-20,packaging,"Ada order yang bukan dari saya di akun ini, tolong cek!",closed,,high
CMP00233,CUS-10623,2025-05-21,delivery_issue,Ada review 5-star atas nama saya padahal saya tidak pernah review produk itu.,resolved,Menunggu respon seller,critical
CMP00234,CUS-08376,2025-04-15,promo_issue,"Ada order yang bukan dari saya di akun ini, tolong cek!",closed,Menunggu respon seller,high
CMP00235,CUS-00581,2025-04-03,account_security,Kok bisa ada pesanan yang saya tidak buat? Curiga ada yang hack akun saya.,closed,Menunggu respon seller,high
CMP00236,CUS-05077,2025-02-05,billing_error,Ada review 5-star atas nama saya padahal saya tidak pernah review produk itu.,in_progress,,high
CMP00237,CUS-04693,2025-06-30,product_quality,Ada review 5-star atas nama saya padahal saya tidak pernah review produk itu.,open,,critical
CMP00238,CUS-02065,2025-01-26,billing_error,"Transaksi aneh muncul di bulan Februari, saya tidak pernah order ini.",closed,Sudah diganti,critical
CMP00239,CUS-04286,2025-01-12,product_quality,Kok bisa ada pesanan yang saya tidak buat? Curiga ada yang hack akun saya.,resolved,,high
CMP00240,CUS-10466,2025-05-17,app_bug,"Transaksi aneh muncul di bulan Maret, saya tidak pernah order ini.",resolved,Refund diproses,critical
CMP00241,CUS-11972,2025-05-17,delivery_issue,Refund belum masuk setelah 2 minggu.,resolved,Sudah diganti,high
CMP00242,CUS-04154,2025-04-14,wrong_item,Refund belum masuk setelah 2 minggu.,closed,,medium
CMP00243,CUS-03993,2025-02-07,packaging,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,medium
CMP00244,CUS-00851,2025-02-04,billing_error,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,low
CMP00245,CUS-10196,2025-06-10,product_quality,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Escalated,medium
CMP00246,CUS-00278,2025-01-30,billing_error,"Packaging rusak, produk penyok.",resolved,Refund diproses,high
CMP00247,CUS-01684,2025-05-21,packaging,Barang yang diterima berbeda dengan yang dipesan.,closed,Refund diproses,high
CMP00248,CUS-08121,2025-03-09,refund_delay,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,medium
CMP00249,CUS-05035,2025-03-01,promo_issue,"Packaging rusak, produk penyok.",closed,Sudah diganti,low
CMP00250,CUS-10535,2025-03-11,customer_service,Refund belum masuk setelah 2 minggu.,open,,medium
CMP00251,CUS-09411,2025-04-22,wrong_item,Harga di aplikasi berbeda dengan yang di website.,open,,medium
CMP00252,CUS-03671,2025-06-03,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,,low
CMP00253,CUS-08022,2025-04-10,account_security,Harga di aplikasi berbeda dengan yang di website.,closed,Escalated,high
CMP00254,CUS-04216,2025-03-27,refund_delay,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,high
CMP00255,CUS-00374,2025-05-19,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Menunggu respon seller,medium
CMP00256,CUS-06207,2025-05-23,billing_error,"Packaging rusak, produk penyok.",closed,Sudah diganti,low
CMP00257,CUS-11034,2025-06-07,product_quality,Harga di aplikasi berbeda dengan yang di website.,in_progress,,low
CMP00258,CUS-05640,2025-05-30,promo_issue,Refund belum masuk setelah 2 minggu.,in_progress,,low
CMP00259,CUS-06800,2025-05-20,billing_error,Aplikasi sering error saat checkout.,closed,,high
CMP00260,CUS-10393,2025-01-27,wrong_item,Aplikasi sering error saat checkout.,closed,Menunggu respon seller,low
CMP00261,CUS-00879,2025-04-18,packaging,Customer service lama merespon.,closed,Escalated,high
CMP00262,CUS-04133,2025-05-13,refund_delay,Harga di aplikasi berbeda dengan yang di website.,resolved,,high
CMP00263,CUS-02627,2025-02-20,wrong_item,Refund belum masuk setelah 2 minggu.,resolved,,high
CMP00264,CUS-04731,2025-05-17,wrong_item,Customer service lama merespon.,resolved,Menunggu respon seller,medium
CMP00265,CUS-06290,2025-03-20,delivery_issue,Barang yang diterima berbeda dengan yang dipesan.,closed,,medium
CMP00266,CUS-05546,2025-06-04,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Menunggu respon seller,low
CMP00267,CUS-11718,2025-02-20,product_quality,Aplikasi sering error saat checkout.,in_progress,,low
CMP00268,CUS-05360,2025-05-01,delivery_issue,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,high
CMP00269,CUS-09445,2025-01-06,delivery_issue,"Packaging rusak, produk penyok.",in_progress,,medium
CMP00270,CUS-10210,2025-03-18,packaging,Harga di aplikasi berbeda dengan yang di website.,resolved,Refund diproses,high
CMP00271,CUS-10376,2025-04-03,refund_delay,Produk yang diterima tidak sesuai dengan foto di website.,in_progress,,low
CMP00272,CUS-04634,2025-03-21,product_quality,Harga di aplikasi berbeda dengan yang di website.,closed,Refund diproses,medium
CMP00273,CUS-07842,2025-03-01,product_quality,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,low
CMP00274,CUS-07896,2025-06-09,refund_delay,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Menunggu respon seller,high
CMP00275,CUS-09848,2025-04-12,promo_issue,Refund belum masuk setelah 2 minggu.,in_progress,,low
CMP00276,CUS-07234,2025-05-14,promo_issue,Barang yang diterima berbeda dengan yang dipesan.,resolved,Escalated,high
CMP00277,CUS-02593,2025-06-21,product_quality,Refund belum masuk setelah 2 minggu.,closed,Sudah diganti,low
CMP00278,CUS-02714,2025-06-10,app_bug,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,high
CMP00279,CUS-07885,2025-05-14,product_quality,Barang yang diterima berbeda dengan yang dipesan.,closed,Refund diproses,low
CMP00280,CUS-00778,2025-05-11,packaging,Produk yang diterima tidak sesuai dengan foto di website.,open,,medium
CMP00281,CUS-06219,2025-04-05,wrong_item,Aplikasi sering error saat checkout.,open,,low
CMP00282,CUS-08059,2025-04-08,customer_service,Harga di aplikasi berbeda dengan yang di website.,in_progress,,low
CMP00283,CUS-01241,2025-06-04,wrong_item,Notifikasi pesanan tidak masuk ke email.,in_progress,,low
CMP00284,CUS-01723,2025-05-02,account_security,Barang yang diterima berbeda dengan yang dipesan.,resolved,Sudah diganti,medium
CMP00285,CUS-09754,2025-05-23,promo_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Sudah diganti,low
CMP00286,CUS-05202,2025-05-17,refund_delay,"Packaging rusak, produk penyok.",resolved,,medium
CMP00287,CUS-11926,2025-05-26,product_quality,Customer service lama merespon.,resolved,,high
CMP00288,CUS-08442,2025-05-18,app_bug,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Sudah diganti,high
CMP00289,CUS-04192,2025-02-21,app_bug,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,low
CMP00290,CUS-09128,2025-01-14,wrong_item,Produk yang diterima tidak sesuai dengan foto di website.,closed,Menunggu respon seller,low
CMP00291,CUS-09832,2025-02-27,promo_issue,Harga di aplikasi berbeda dengan yang di website.,in_progress,,medium
CMP00292,CUS-10708,2025-06-08,refund_delay,Harga di aplikasi berbeda dengan yang di website.,in_progress,,high
CMP00293,CUS-01610,2025-02-17,customer_service,"Packaging rusak, produk penyok.",closed,Sudah diganti,medium
CMP00294,CUS-04934,2025-04-06,product_quality,Customer service lama merespon.,resolved,Refund diproses,high
CMP00295,CUS-10212,2025-04-19,refund_delay,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,high
CMP00296,CUS-03610,2025-03-16,account_security,Produk yang diterima tidak sesuai dengan foto di website.,closed,,medium
CMP00297,CUS-09821,2025-05-08,billing_error,Aplikasi sering error saat checkout.,resolved,,medium
CMP00298,CUS-04036,2025-04-08,customer_service,Aplikasi sering error saat checkout.,closed,,medium
CMP00299,CUS-02927,2025-03-09,app_bug,Customer service lama merespon.,closed,,medium
CMP00300,CUS-10552,2025-04-29,product_quality,Customer service lama merespon.,closed,,low
CMP00301,CUS-07357,2025-03-16,packaging,"Packaging rusak, produk penyok.",open,,high
CMP00302,CUS-03152,2025-01-04,product_quality,"Packaging rusak, produk penyok.",resolved,Sudah diganti,medium
CMP00303,CUS-09898,2025-02-02,billing_error,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,low
CMP00304,CUS-11875,2025-01-05,billing_error,Customer service lama merespon.,resolved,,high
CMP00305,CUS-10843,2025-06-27,refund_delay,Notifikasi pesanan tidak masuk ke email.,closed,Refund diproses,low
CMP00306,CUS-11222,2025-03-29,wrong_item,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,,high
CMP00307,CUS-00668,2025-04-03,delivery_issue,Barang yang diterima berbeda dengan yang dipesan.,open,,medium
CMP00308,CUS-06984,2025-06-27,customer_service,Kode promo tidak bisa digunakan padahal masih berlaku.,open,,medium
CMP00309,CUS-11847,2025-05-23,wrong_item,Refund belum masuk setelah 2 minggu.,resolved,,high
CMP00310,CUS-02833,2025-02-21,packaging,"Packaging rusak, produk penyok.",closed,,medium
CMP00311,CUS-10361,2025-02-17,wrong_item,Customer service lama merespon.,in_progress,,medium
CMP00312,CUS-11185,2025-06-12,packaging,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Menunggu respon seller,high
CMP00313,CUS-05721,2025-02-04,account_security,Barang yang diterima berbeda dengan yang dipesan.,closed,,medium
CMP00314,CUS-06166,2025-01-27,customer_service,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Menunggu respon seller,low
CMP00315,CUS-02791,2025-01-30,promo_issue,Barang yang diterima berbeda dengan yang dipesan.,closed,Refund diproses,medium
CMP00316,CUS-06168,2025-02-13,wrong_item,Notifikasi pesanan tidak masuk ke email.,resolved,,medium
CMP00317,CUS-09979,2025-03-26,promo_issue,Produk yang diterima tidak sesuai dengan foto di website.,closed,,low
CMP00318,CUS-09897,2025-04-24,account_security,Produk yang diterima tidak sesuai dengan foto di website.,open,,medium
CMP00319,CUS-10866,2025-02-19,billing_error,Notifikasi pesanan tidak masuk ke email.,resolved,Refund diproses,low
CMP00320,CUS-03385,2025-01-15,product_quality,Refund belum masuk setelah 2 minggu.,resolved,Refund diproses,low
CMP00321,CUS-03834,2025-02-04,delivery_issue,Notifikasi pesanan tidak masuk ke email.,in_progress,,high
CMP00322,CUS-03892,2025-03-23,wrong_item,Customer service lama merespon.,closed,Refund diproses,medium
CMP00323,CUS-07302,2025-02-15,promo_issue,Customer service lama merespon.,closed,Refund diproses,low
CMP00324,CUS-06543,2025-05-23,wrong_item,Notifikasi pesanan tidak masuk ke email.,closed,Menunggu respon seller,low
CMP00325,CUS-04564,2025-01-05,customer_service,"Packaging rusak, produk penyok.",closed,Refund diproses,medium
CMP00326,CUS-05505,2025-04-02,product_quality,Produk yang diterima tidak sesuai dengan foto di website.,open,,high
CMP00327,CUS-02505,2025-03-25,promo_issue,Harga di aplikasi berbeda dengan yang di website.,open,,medium
CMP00328,CUS-00691,2025-06-25,packaging,Customer service lama merespon.,closed,Escalated,low
CMP00329,CUS-07617,2025-02-26,packaging,Notifikasi pesanan tidak masuk ke email.,open,,low
CMP00330,CUS-07915,2025-02-07,refund_delay,Notifikasi pesanan tidak masuk ke email.,closed,Refund diproses,high
CMP00331,CUS-06448,2025-04-09,billing_error,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Sudah diganti,high
CMP00332,CUS-02799,2025-04-17,packaging,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,low
CMP00333,CUS-05698,2025-06-07,refund_delay,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,high
CMP00334,CUS-00019,2025-05-27,delivery_issue,Barang yang diterima berbeda dengan yang dipesan.,resolved,Escalated,medium
CMP00335,CUS-07608,2025-06-26,account_security,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Escalated,high
CMP00336,CUS-01117,2025-05-27,promo_issue,Harga di aplikasi berbeda dengan yang di website.,closed,,low
CMP00337,CUS-02869,2025-05-20,delivery_issue,"Packaging rusak, produk penyok.",closed,,low
CMP00338,CUS-11123,2025-05-01,delivery_issue,Aplikasi sering error saat checkout.,closed,,low
CMP00339,CUS-09057,2025-02-27,refund_delay,Aplikasi sering error saat checkout.,resolved,Refund diproses,low
CMP00340,CUS-10898,2025-04-27,billing_error,"Packaging rusak, produk penyok.",closed,Menunggu respon seller,low
CMP00341,CUS-11928,2025-02-16,refund_delay,"Packaging rusak, produk penyok.",closed,Menunggu respon seller,medium
